Match,Resultat,date,score_home,score_away,played_1,played_X,played_2,odds_1,odds_X,odds_2,home,away,outcome,odds_outcome
Skelleft. - Grenoble,1 - 2,2019-09-01,1 , 2,81,13,6,"1,13","8,50","12,70",Skellefteå AIK, Grenoble,2,"12,70"
Frölunda - HC Mountf,2 - 3,2019-09-01,2 , 3,76,16,8,"1,34","5,70","6,25",Frölunda HC, HC Mountf,2,"6,25"
Vienna - Djurgård.,1 - 2,2019-09-01,1 , 2,24,24,52,"4,40","5,45","1,49",Vienna ,Djurgårdens IF,2,"1,49"
GKS Tychy - Mannheim,2 - 2,2019-09-01,2 , 2,11,14,75,"10,50","7,60","1,17",GKS Tychy , Mannheim,X,"7,60"
Card Devi - EC Graz,3 - 3,2019-09-01,3 , 3,31,27,42,"2,85","4,45","1,99",Card Devi , EC Graz,X,"4,45"
Pelicans - Lausanne,4 - 4,2019-09-01,4 , 4,43,27,30,"1,98","3,90","3,12",Pelicans , Lausanne,X,"3,90"
Kärpät - Bern,2 - 2,2019-09-01,2 , 2,46,26,28,"1,83","4,15","3,42",Kärpät , Bern,X,"4,15"
Örebro - Södertäl.,6 - 2,2019-09-01,6 , 2,64,18,18,"1,39","5,25","5,65",Örebro HK,Södertälje SK,1,"1,39"
Oskarsh. - Karlskron,2 - 3,2019-09-04,2 , 3,68,18,14,"1,38","5,40","5,65",IK Oskarshamn,Karlskrona HK,2,"5,65"
Kristian. - Rögle,2 - 2,2019-09-04,2 , 2,13,16,71,"6,25","5,65","1,33",Kristianstads IK,Rögle BK,X,"5,65"
Västerås - BIK Karls,3 - 3,2019-09-04,3 , 3,50,24,26,"1,86","4,45","3,27",Västerås IK,BIK Karlskoga,X,"4,45"
Tranås - Vita Häst,4 - 5,2019-09-04,4 , 5,28,25,47,"3,95","4,65","1,59",Tranås ,HC Vita Hästen,2,"1,59"
Tingsryd - Nybro,3 - 1,2019-09-04,3 , 1,65,18,17,"1,44","5,15","5,05",Tingsryds AIF,Nybro Vikings IF,1,"1,44"
Din Riga - T Novgoro,3 - 0,2019-09-04,3 , 0,46,26,28,"2,28","4,15","2,65",Din Riga , T Novgoro,1,"2,28"
Dyn Moskv - Din Minsk,3 - 2,2019-09-04,3 , 2,67,20,13,"1,40","5,15","6,60",Dyn Moskv , Din Minsk,1,"1,40"
HC Sotji - Nizjnekam,3 - 2,2019-09-04,3 , 2,43,26,31,"1,90","4,10","3,50",HC Sotji , Nizjnekam,1,"1,90"
Ambri - Färjestad,2 - 1,2019-09-05,2 , 1,28,25,47,"3,42","4,25","1,81",Ambri ,Färjestad BK,1,"3,42"
Bern - Skelleft.,4 - 4,2019-09-05,4 , 4,43,27,30,"1,97","4,00","3,10",Bern ,Skellefteå AIK,X,"4,00"
EC Graz - Frölunda,1 - 5,2019-09-05,1 , 5,24,24,52,"3,60","5,05","1,65",EC Graz ,Frölunda HC,2,"1,65"
Grenoble - Kärpät,2 - 6,2019-09-05,2 , 6,21,24,55,"5,90","5,35","1,38",Grenoble , Kärpät,2,"1,38"
Rungsted - Zug,0 - 5,2019-09-05,0 , 5,11,15,74,"6,85","6,20","1,29",Rungsted , Zug,2,"1,29"
Liberec - Belf Gian,6 - 1,2019-09-05,6 , 1,60,23,17,"1,33","5,50","6,75",Liberec , Belf Gian,1,"1,33"
Växjö Lak - Malmö,6 - 3,2019-09-05,6 , 3,45,26,29,"1,78","4,20","3,65",Växjö Lakers HC,IF Malmö Redhawks,1,"1,78"
Södertäl. - Brynäs,1 - 3,2019-09-05,1 , 3,17,18,65,"4,25","4,95","1,56",Södertälje SK,Brynäs IF,2,"1,56"
Örebro - HV71,4 - 2,2019-09-06,4 , 2,33,24,43,"2,57","4,25","2,22",Örebro HK,HV 71,1,"2,57"
Rögle - Oskarsh.,5 - 1,2019-09-06,5 , 1,55,22,23,"1,63","4,45","3,85",Rögle BK,IK Oskarshamn,1,"1,63"
Leksand - AIK,2 - 4,2019-09-06,2 , 4,65,17,18,"1,92","4,30","2,95",Leksands IF,Skellefteå AIK,2,"2,95"
MODO - Timrå,6 - 2,2019-09-06,6 , 2,43,25,32,"1,95","4,25","3,05",MODO Hockey,Timrå IK,1,"1,95"
BIK Karls - Mora,2 - 2,2019-09-06,2 , 2,42,24,34,"2,28","4,20","2,49",BIK Karlskoga,Mora IK,X,"4,20"
Troja/Lju - Tingsryd,1 - 2,2019-09-06,1 , 2,21,20,59,"4,15","4,95","1,53",IF Troja/Ljungby,Tingsryds AIF,2,"1,53"
Djurgård. - Vienna,3 - 6,2019-09-06,3 , 6,79,13,8,"1,28","6,40","7,00",Djurgårdens IF, Vienna,2,"7,00"
Augsburge - Luleå,4 - 4,2019-09-06,4 , 4,28,24,48,"3,10","4,25","1,92",Augsburge ,Luleå HF,X,"4,25"
Södertäl. - Leksand,1 - 3,2019-09-07,1 , 3,25,21,54,"3,80","4,75","1,60",Södertälje SK,Leksands IF,2,"1,60"
HC Mountf - Frölunda,3 - 4,2019-09-07,3 , 4,21,20,59,"3,07","4,40","1,90",HC Mountf ,Frölunda HC,2,"1,90"
Grenoble - Skelleft.,1 - 4,2019-09-07,1 , 4,20,21,59,"5,90","5,25","1,39",Grenoble ,Skellefteå AIK,2,"1,39"
Bern - Kärpät,1 - 1,2019-09-07,1 , 1,39,27,34,"2,32","4,05","2,49",Bern , Kärpät,X,"4,05"
HPK - Zug,1 - 3,2019-09-07,1 , 3,38,26,36,"2,55","4,25","2,20",HPK , Zug,2,"2,20"
Ambri - München,2 - 2,2019-09-07,2 , 2,28,24,48,"2,53","4,30","2,21",Ambri , München,X,"4,30"
Rungsted - Plzen,2 - 4,2019-09-07,2 , 4,8,10,82,"8,40","7,55","1,21",Rungsted , Plzen,2,"1,21"
EC Graz - Card Devi,2 - 5,2019-09-07,2 , 5,54,23,23,"1,51","5,30","4,40",EC Graz , Card Devi,2,"4,40"
HV71 - Linköping,1 - 4,2019-09-08,1 , 4,51,22,27,"1,91","4,00","3,35",HV 71,Linköping HC,2,"3,35"
Södertäl. - AIK,3 - 1,2019-09-08,3 , 1,29,26,45,"2,36","4,30","2,26",Södertälje SK,Skellefteå AIK,1,"2,36"
Sp Moskva - Din Minsk,4 - 5,2019-09-08,4 , 5,56,24,20,"1,51","4,75","5,40",Sp Moskva , Din Minsk,2,"5,40"
Omsk - T Novgoro,4 - 2,2019-09-08,4 , 2,65,20,15,"1,50","4,85","5,45",Omsk , T Novgoro,1,"1,50"
Mannheim - Vienna,4 - 0,2019-09-08,4 , 0,72,15,13,"1,37","5,20","6,30",Mannheim , Vienna,1,"1,37"
Tappara - EHC Biel,1 - 0,2019-09-08,1 , 0,51,23,26,"1,55","5,10","4,20",Tappara , EHC Biel,1,"1,55"
Frisk Ask - EC KAC,0 - 4,2019-09-08,0 , 4,21,21,58,"2,63","4,20","2,16",Frisk Ask , EC KAC,2,"2,16"
Trinec - Yuno Mins,7 - 2,2019-09-08,7 , 2,48,24,28,"1,40","5,15","5,75",Trinec , Yuno Mins,1,"1,40"
Växjö Lak - Rögle,4 - 4,2019-09-10,4 , 4,54,23,23,"1,74","4,35","3,75",Växjö Lakers HC,Rögle BK,X,"4,35"
Jaroslavl - HC Sotji,2 - 1,2019-09-10,2 , 1,53,22,25,"1,60","4,45","4,85",Jaroslavl , HC Sotji,1,"1,60"
Sp Moskva - Omsk,2 - 2,2019-09-10,2 , 2,29,25,46,"2,92","4,20","2,10",Sp Moskva ,IK Oskarshamn,X,"4,20"
St Peters - Novosibir,4 - 2,2019-09-10,4 , 2,77,13,10,"1,28","6,20","8,50",St Peters , Novosibir,1,"1,28"
Buran - SKA Neva,4 - 4,2019-09-10,4 , 4,21,25,54,"3,80","4,30","1,67",Buran , SKA Neva,X,"4,30"
Herlev - Esbjerg,2 - 2,2019-09-10,2 , 2,31,24,45,"2,97","4,85","1,82",Herlev , Esbjerg,X,"4,85"
Herning - Rungsted,2 - 2,2019-09-10,2 , 2,29,22,49,"2,39","4,00","2,36",Herning , Rungsted,X,"4,00"
Odense - Sönderjys,2 - 1,2019-09-10,2 , 1,25,21,54,"4,35","5,45","1,47",Djurgårdens IF, Sönderjys,1,"4,35"
Vita Häst - Västervik,4 - 5,2019-09-11,4 , 5,44,25,31,"2,17","4,25","2,65",HC Vita Hästen,Västerviks IK,2,"2,65"
Almtuna - Huddinge,5 - 4,2019-09-11,5 , 4,67,18,15,"1,45","4,75","5,00",Almtuna IS,Huddinge IK,1,"1,45"
Nizjnekam - Magnitogo,3 - 0,2019-09-11,3 , 0,34,25,41,"3,35","4,40","1,88",Nizjnekam , Magnitogo,1,"3,35"
T Novgoro - CSKA Mosk,1 - 1,2019-09-11,1 , 1,12,16,72,"6,00","4,90","1,46",T Novgoro , CSKA Mosk,X,"4,90"
Tjerepove - Jokerit,1 - 4,2019-09-11,1 , 4,25,23,52,"4,20","4,35","1,70",Tjerepove , Jokerit,2,"1,70"
Humo Tash - Ryazan,5 - 0,2019-09-11,5 , 0,52,23,25,"1,29","5,35","7,50",Humo Tash , Ryazan,1,"1,29"
Khimik - Bars,3 - 3,2019-09-11,3 , 3,38,27,35,"2,52","3,40","2,45",Khimik , Bars,X,"3,40"
Zvezda - Torp Gork,2 - 1,2019-09-11,2 , 1,66,19,15,"1,39","4,70","6,05",Zvezda , Torp Gork,1,"1,39"
AIK - Mora,0 - 2,2019-09-12,0 , 2,46,22,32,"2,40","3,95","2,42",AIK,Mora IK,2,"2,42"
BIK Karls - Södertäl.,2 - 3,2019-09-12,2 , 3,63,18,19,"1,78","4,40","3,45",BIK Karlskoga,Södertälje SK,2,"3,45"
Karlskron - Kristian.,5 - 1,2019-09-12,5 , 1,58,20,22,"1,64","4,55","3,90",Karlskrona HK,Kristianstads IK,1,"1,64"
Din Minsk - Novosibir,2 - 3,2019-09-12,2 , 3,35,24,41,"2,60","3,80","2,44",Din Minsk , Novosibir,2,"2,44"
Jaroslavl - Dyn Moskv,5 - 2,2019-09-12,5 , 2,49,23,28,"2,18","3,75","3,02",Jaroslavl , Dyn Moskv,1,"2,18"
Vitjaz - HC Sotji,2 - 2,2019-09-12,2 , 2,62,20,18,"1,94","4,30","3,25",HC Vita Hästen, HC Sotji,X,"4,30"
Sp Moskva - Din Riga,5 - 1,2019-09-12,5 , 1,60,22,18,"1,76","4,10","4,10",Sp Moskva , Din Riga,1,"1,76"
Buran - Di St Pet,2 - 4,2019-09-12,2 , 4,31,26,43,"2,70","3,75","2,17",Buran , Di St Pet,2,"2,17"
Timrå - Björklöv.,0 - 3,2019-09-13,0 , 3,48,24,28,"2,00","4,30","2,90",Timrå IK,IF Björklöven,2,"2,90"
Vita Häst - Västerås,3 - 2,2019-09-13,3 , 2,24,19,57,"2,95","4,30","2,00",HC Vita Hästen,Västerås IK,1,"2,95"
Västervik - Tingsryd,0 - 4,2019-09-13,0 , 4,50,23,27,"1,85","4,25","3,32",Västerviks IK,Tingsryds AIF,2,"3,32"
Visby/Rom - Hammarby,2 - 1,2019-09-13,2 , 1,76,14,10,"1,34","6,20","5,50",Visby/Rom ,Hammarby IF,1,"1,34"
Ambri - Zug,3 - 4,2019-09-13,3 , 4,24,23,53,"3,10","4,40","1,91",Ambri , Zug,2,"1,91"
EHC Biel - Fribourg,3 - 1,2019-09-13,3 , 1,41,27,32,"2,27","4,10","2,57",EHC Biel , Fribourg,1,"2,27"
Lugano - Lausanne,2 - 5,2019-09-13,2 , 5,40,25,35,"2,30","4,20","2,50",Lugano , Lausanne,2,"2,50"
SCL - Servette,1 - 3,2019-09-13,1 , 3,60,19,21,"1,99","4,50","2,87",SCL , Servette,2,"2,87"
Frölunda - Brynäs,2 - 5,2019-09-14,2 , 5,60,20,20,"1,85","4,30","3,75",Frölunda HC,Brynäs IF,2,"3,75"
Leksand - Malmö,5 - 2,2019-09-14,5 , 2,35,24,41,"2,52","4,05","2,52",Leksands IF,IF Malmö Redhawks,1,"2,52"
Skelleft. - Oskarsh.,4 - 4,2019-09-14,4 , 4,66,19,15,"1,66","4,60","4,55",Skellefteå AIK,IK Oskarshamn,X,"4,60"
Färjestad - Örebro,4 - 6,2019-09-14,4 , 6,70,17,13,"1,65","4,85","4,35",Färjestad BK,Örebro HK,2,"4,35"
Rögle - HV71,4 - 0,2019-09-14,4 , 0,44,23,33,"2,22","4,15","2,87",Rögle BK,HV 71,1,"2,22"
Luleå - Växjö Lak,3 - 1,2019-09-14,3 , 1,47,26,27,"2,21","3,85","3,05",Luleå HF,Växjö Lakers HC,1,"2,21"
Djurgård. - Linköping,4 - 2,2019-09-14,4 , 2,68,17,15,"1,81","4,45","3,85",Djurgårdens IF,Linköping HC,1,"1,81"
Djurgården - Linköping,0 - 0,2019-09-14,0 , 0,32,44,24,,,,Djurgårdens IF,Linköping HC,X,
St Peters - Jokerit,3 - 2,2019-09-15,3 , 2,62,20,18,"1,62","4,75","4,20",St Peters , Jokerit,1,"1,62"
T Novgoro - Omsk,3 - 0,2019-09-15,3 , 0,27,24,49,"3,10","4,15","2,01",T Novgoro ,IK Oskarshamn,1,"3,10"
Din Minsk - Magnitogo,3 - 2,2019-09-15,3 , 2,29,22,49,"3,80","4,45","1,74",Din Minsk , Magnitogo,1,"3,80"
Köping - Borlänge,1 - 3,2019-09-15,1 , 3,21,18,61,"3,50","4,95","1,67",Linköping HC, Borlänge,2,"1,67"
Kumla - Lindlöven,3 - 6,2019-09-15,3 , 6,28,24,48,"3,50","5,00","1,67",Kumla , Lindlöven,2,"1,67"
Mörrum - Hanhals,6 - 6,2019-09-15,6 , 6,56,19,25,"1,64","4,75","3,75",Mörrum , Hanhals,X,"4,75"
Tyringe - Borås HC,3 - 4,2019-09-15,3 , 4,41,24,35,"1,95","4,45","2,87",Tyringe ,Borås HC,2,"2,87"
Segeltorp - Vallentun,2 - 5,2019-09-15,2 , 5,28,19,53,"3,75","5,10","1,60",Segeltorp , Vallentun,2,"1,60"
Kazan - Tjerepove,4 - 3,2019-09-16,4 , 3,77,13,10,"1,36","5,40","7,15",Kazan , Tjerepove,1,"1,36"
CSKA Mosk - Jaroslavl,5 - 2,2019-09-16,5 , 2,69,17,14,"1,48","4,60","5,95",CSKA Mosk , Jaroslavl,1,"1,48"
Din Riga - HC Amur,3 - 3,2019-09-16,3 , 3,42,24,34,"2,11","4,20","2,87",Din Riga , HC Amur,X,"4,20"
Buffalo - Pittsb.,4 - 4,2019-09-16,4 , 4,40,23,37,"1,95","4,20","2,92",Buffalo , Pittsb.,X,"4,20"
Philadel. - NY Island,1 - 3,2019-09-16,1 , 3,39,24,37,"2,13","4,20","2,60",Philadel. , NY Island,2,"2,60"
Washingt. - Chicago,3 - 3,2019-09-16,3 , 3,53,20,27,"2,14","4,15","2,62",Washingt. , Chicago,X,"4,15"
Dallas - St.Louis,0 - 2,2019-09-16,0 , 2,43,23,34,"2,14","4,20","2,60",IF Sundsvall Hockey, St.Louis,2,"2,60"
Edmonton - Winnipeg,2 - 0,2019-09-16,2 , 0,38,25,37,"2,15","4,15","2,60",Edmonton , Winnipeg,1,"2,15"
HV71 - Frölunda,3 - 2,2019-09-17,3 , 2,29,20,51,"2,57","4,25","2,42",HV 71,Frölunda HC,1,"2,57"
Linköping - Brynäs,3 - 3,2019-09-17,3 , 3,27,18,55,"2,65","4,30","2,33",Linköping HC,Brynäs IF,X,"4,30"
Malmö - Rögle,3 - 4,2019-09-17,3 , 4,37,22,41,"2,37","4,20","2,62",IF Malmö Redhawks,Rögle BK,2,"2,62"
Oskarsh. - Leksand,4 - 1,2019-09-17,4 , 1,40,22,38,"2,40","4,15","2,62",IK Oskarshamn,Leksands IF,1,"2,40"
Växjö Lak - Djurgård.,3 - 5,2019-09-17,3 , 5,45,22,33,"2,18","4,25","2,90",Växjö Lakers HC,Djurgårdens IF,2,"2,90"
Örebro - Luleå,2 - 1,2019-09-17,2 , 1,26,20,54,"2,67","4,05","2,38",Örebro HK,Luleå HF,1,"2,67"
Skelleft. - Färjestad,3 - 1,2019-09-17,3 , 1,39,23,38,"2,55","4,20","2,45",Skellefteå AIK,Färjestad BK,1,"2,55"
Skellefteå - Färjestad,1 - 0,2019-09-17,1 , 0,29,50,21,,,,Skellefteå AIK,Färjestad BK,1,
AIK - Vita Häst,1 - 2,2019-09-18,1 , 2,54,21,25,"1,74","4,40","4,00",AIK,HC Vita Hästen,2,"4,00"
Kalix - Kiruna IF,5 - 2,2019-09-18,5 , 2,49,24,27,"2,00","4,45","2,77",Kalix , Kiruna IF,1,"2,00"
Piteå - Östersund,2 - 3,2019-09-18,2 , 3,43,26,31,"2,20","4,45","2,46",Piteå , Östersund,2,"2,46"
Vimmerby - Kalmar,3 - 5,2019-09-18,3 , 5,41,23,36,"2,40","4,40","2,27",Vimmerby , Kalmar,2,"2,27"
Mariestad - Forshaga,3 - 0,2019-09-18,3 , 0,70,15,15,"1,53","4,85","4,40",Mariestad BoIS HC, Forshaga,1,"1,53"
Nyköping - Köping,2 - 2,2019-09-18,2 , 2,66,19,15,"1,45","5,45","4,70",Linköping HC,Linköping HC,X,"5,45"
Enköping - Väsby,2 - 4,2019-09-18,2 , 4,25,22,53,"3,60","4,80","1,66",Linköping HC, Väsby,2,"1,66"
Hammarby - Segeltorp,5 - 8,2019-09-18,5 , 8,61,18,21,"1,45","5,75","4,45",Hammarby IF, Segeltorp,2,"4,45"
Djurgård. - Örebro,4 - 2,2019-09-19,4 , 2,61,20,19,"1,76","4,50","4,05",Djurgårdens IF,Örebro HK,1,"1,76"
Frölunda - Linköping,4 - 0,2019-09-19,4 , 0,63,19,18,"1,62","4,75","4,70",Frölunda HC,Linköping HC,1,"1,62"
Färjestad - Växjö Lak,4 - 2,2019-09-19,4 , 2,45,25,30,"2,06","4,15","3,20",Färjestad BK,Växjö Lakers HC,1,"2,06"
Leksand - Skelleft.,3 - 2,2019-09-19,3 , 2,29,21,50,"2,60","4,25","2,38",Leksands IF,Skellefteå AIK,1,"2,60"
Luleå - HV71,2 - 2,2019-09-19,2 , 2,61,21,18,"1,82","4,20","4,00",Luleå HF,HV 71,X,"4,20"
Rögle - Oskarsh.,0 - 1,2019-09-19,0 , 1,71,15,14,"1,53","5,10","5,25",Rögle BK,IK Oskarshamn,2,"5,25"
Th.Sabo - Wolfsburg,2 - 4,2019-09-19,2 , 4,47,23,30,"1,98","4,95","2,67",Th.Sabo , Wolfsburg,2,"2,67"
Spar Sarp - Vålerenga,0 - 1,2019-09-19,0 , 1,36,24,40,"2,85","4,10","2,01",Spar Sarp , Vålerenga,2,"2,01"
Almtuna - BIK Karls,2 - 5,2019-09-20,2 , 5,32,22,46,"3,05","4,45","2,00",Almtuna IS,BIK Karlskoga,2,"2,00"
Karlskron - Björklöv.,1 - 5,2019-09-20,1 , 5,34,21,45,"2,57","4,40","2,30",Karlskrona HK,IF Björklöven,2,"2,30"
Kristian. - Tingsryd,3 - 3,2019-09-20,3 , 3,33,21,46,"2,36","4,15","2,58",Kristianstads IK,Tingsryds AIF,X,"4,15"
MODO - Västervik,3 - 3,2019-09-20,3 , 3,73,14,13,"1,53","4,90","5,15",MODO Hockey,Västerviks IK,X,"4,90"
Södertäl. - Mora,1 - 1,2019-09-20,1 , 1,41,21,38,"2,35","4,30","2,53",Södertälje SK,Mora IK,X,"4,30"
Vita Häst - Timrå,3 - 4,2019-09-20,3 , 4,32,23,45,"2,85","4,40","2,12",HC Vita Hästen,Timrå IK,2,"2,12"
Västerås - AIK,5 - 2,2019-09-20,5 , 2,61,18,21,"1,87","4,25","3,55",Västerås IK,Skellefteå AIK,1,"1,87"
Visby/Rom - Huddinge,6 - 3,2019-09-20,6 , 3,33,22,45,"3,05","4,85","1,81",Visby/Rom ,Huddinge IK,1,"3,05"
Brynäs - Färjestad,1 - 2,2019-09-21,1 , 2,45,22,33,"2,40","4,15","2,62",Brynäs IF,Färjestad BK,2,"2,62"
HV71 - Leksand,1 - 1,2019-09-21,1 , 1,63,18,19,"1,84","4,45","3,70",HV 71,Leksands IF,X,"4,45"
Linköping - Rögle,2 - 3,2019-09-21,2 , 3,35,22,43,"2,68","4,30","2,30",Linköping HC,Rögle BK,2,"2,30"
Malmö - Luleå,4 - 1,2019-09-21,4 , 1,31,23,46,"2,78","4,10","2,28",IF Malmö Redhawks,Luleå HF,1,"2,78"
Växjö Lak - Skelleft.,1 - 4,2019-09-21,1 , 4,56,20,24,"1,94","4,15","3,55",Växjö Lakers HC,Skellefteå AIK,2,"3,55"
Örebro - Frölunda,3 - 4,2019-09-21,3 , 4,31,20,49,"2,52","4,35","2,42",Örebro HK,Frölunda HC,2,"2,42"
Oskarsh. - Djurgård.,3 - 2,2019-09-21,3 , 2,20,19,61,"3,80","4,50","1,81",IK Oskarshamn,Djurgårdens IF,1,"3,80"
Timrå - Södertäl.,2 - 2,2019-09-22,2 , 2,62,20,18,"1,67","4,80","4,05",Timrå IK,Södertälje SK,X,"4,80"
Tingsryd - Vita Häst,6 - 4,2019-09-22,6 , 4,41,23,36,"2,40","4,15","2,53",Tingsryds AIF,HC Vita Hästen,1,"2,40"
Almtuna - AIK,2 - 3,2019-09-22,2 , 3,37,23,40,"2,70","4,30","2,23",Almtuna IS,Skellefteå AIK,2,"2,23"
Mora - Karlskron,0 - 1,2019-09-22,0 , 1,65,18,17,"1,83","4,40","3,60",Mora IK,Karlskrona HK,2,"3,60"
Nyköping - Borlänge,2 - 5,2019-09-22,2 , 5,27,23,50,"2,80","4,70","1,93",Linköping HC, Borlänge,2,"1,93"
Köping - Mariestad,1 - 7,2019-09-22,1 , 7,19,17,64,"3,70","5,40","1,58",Linköping HC,Mariestad BoIS HC,2,"1,58"
Mörrum - Tranås,2 - 4,2019-09-22,2 , 4,33,24,43,"3,20","4,55","1,80",Mörrum , Tranås,2,"1,80"
Segeltorp - Visby/Rom,1 - 3,2019-09-22,1 , 3,21,19,60,"4,30","5,90","1,46",Segeltorp , Visby/Rom,2,"1,46"
BIK Karls - Kristian.,5 - 3,2019-09-23,5 , 3,75,14,11,"1,49","5,15","5,30",BIK Karlskoga,Kristianstads IK,1,"1,49"
Björklöv. - MODO,2 - 2,2019-09-23,2 , 2,45,24,31,"2,27","4,25","2,72",IF Björklöven,MODO Hockey,X,"4,25"
Västervik - Västerås,3 - 2,2019-09-23,3 , 2,27,20,53,"2,65","4,25","2,27",Västerviks IK,Västerås IK,1,"2,65"
Huddinge - Väsby,3 - 3,2019-09-23,3 , 3,55,20,25,"1,62","5,00","3,70",Huddinge IK, Väsby,X,"5,00"
Tjerepove - Din Riga,6 - 1,2019-09-23,6 , 1,40,26,34,"2,08","4,10","2,95",Tjerepove , Din Riga,1,"2,08"
Jaroslavl - Jokerit,1 - 4,2019-09-23,1 , 4,43,24,33,"1,98","4,25","3,10",Jaroslavl , Jokerit,2,"3,10"
St Peters - CSKA Mosk,2 - 2,2019-09-23,2 , 2,31,27,42,"3,00","3,85","2,13",St Peters , CSKA Mosk,X,"3,85"
SKA Neva - Novokuzne,4 - 4,2019-09-23,4 , 4,70,16,14,"1,47","4,55","4,75",SKA Neva , Novokuzne,X,"4,55"
Leksand - Brynäs,5 - 1,2019-09-24,5 , 1,30,22,48,"2,77","4,15","2,29",Leksands IF,Brynäs IF,1,"2,77"
Ambri - SCL,2 - 0,2019-09-24,2 , 0,35,23,42,"2,22","4,45","2,47",Ambri , SCL,1,"2,22"
EHC Biel - Davos,2 - 1,2019-09-24,2 , 1,59,20,21,"1,76","4,65","3,38",EHC Biel , Davos,1,"1,76"
Lausanne - Servette,3 - 5,2019-09-24,3 , 5,50,22,28,"1,56","5,05","4,15",Lausanne , Servette,2,"4,15"
Lugano - Bern,4 - 2,2019-09-24,4 , 2,42,23,35,"2,60","4,15","2,20",Lugano , Bern,1,"2,60"
Rappersw. - Zug,3 - 3,2019-09-24,3 , 3,25,22,53,"3,20","4,75","1,79",Rappersw. , Zug,X,"4,75"
ZSC Lions - Fribourg,4 - 1,2019-09-24,4 , 1,58,20,22,"2,11","4,30","2,67",ZSC Lions , Fribourg,1,"2,11"
Lilleham. - Frisk Ask,2 - 3,2019-09-24,2 , 3,35,23,42,"2,13","3,95","2,72",Lilleham. , Frisk Ask,2,"2,72"
Almtuna - Västervik,1 - 1,2019-09-25,1 , 1,33,21,46,"2,50","4,25","2,40",Almtuna IS,Västerviks IK,X,"4,25"
Karlskron - Södertäl.,4 - 1,2019-09-25,4 , 1,43,22,35,"2,22","4,25","2,75",Karlskrona HK,Södertälje SK,1,"2,22"
Kristian. - AIK,2 - 0,2019-09-25,2 , 0,27,24,49,"2,77","4,30","2,20",Kristianstads IK,Skellefteå AIK,1,"2,77"
MODO - Mora,7 - 1,2019-09-25,7 , 1,61,20,19,"1,70","4,40","4,30",MODO Hockey,Mora IK,1,"1,70"
Tingsryd - Timrå,2 - 3,2019-09-25,2 , 3,27,21,52,"2,77","4,35","2,17",Tingsryds AIF,Timrå IK,2,"2,17"
Vita Häst - BIK Karls,4 - 0,2019-09-25,4 , 0,26,21,53,"2,70","4,25","2,25",HC Vita Hästen,BIK Karlskoga,1,"2,70"
Västerås - Björklöv.,2 - 3,2019-09-25,2 , 3,44,24,32,"2,23","4,25","2,72",Västerås IK,IF Björklöven,2,"2,72"
Kiruna IF - Kirun AIF,3 - 7,2019-09-25,3 , 7,28,25,47,"2,67","4,05","2,16",Kiruna IF , Kirun AIF,2,"2,16"
Djurgård. - HV71,1 - 1,2019-09-26,1 , 1,61,21,18,"1,78","4,40","4,00",Djurgårdens IF,HV 71,X,"4,40"
Färjestad - Malmö,3 - 3,2019-09-26,3 , 3,60,21,19,"1,70","4,55","4,30",Färjestad BK,IF Malmö Redhawks,X,"4,55"
Luleå - Linköping,4 - 1,2019-09-26,4 , 1,62,21,17,"1,72","4,35","4,30",Luleå HF,Linköping HC,1,"1,72"
Skelleft. - Frölunda,1 - 6,2019-09-26,1 , 6,36,26,38,"2,55","4,15","2,47",Skellefteå AIK,Frölunda HC,2,"2,47"
Växjö Lak - Oskarsh.,3 - 2,2019-09-26,3 , 2,55,20,25,"1,68","4,55","4,45",Växjö Lakers HC,IK Oskarshamn,1,"1,68"
Örebro - Rögle,2 - 2,2019-09-26,2 , 2,35,24,41,"2,72","4,20","2,29",Örebro HK,Rögle BK,X,"4,20"
Ingolstad - München,4 - 7,2019-09-26,4 , 7,19,21,60,"3,22","4,80","1,74",Ingolstad , München,2,"1,74"
Mannheim - Eisbären,4 - 1,2019-09-26,4 , 1,62,20,18,"1,49","5,65","4,15",Mannheim , Eisbären,1,"1,49"
BIK Karls - Tingsryd,5 - 3,2019-09-27,5 , 3,56,22,22,"1,83","4,30","3,70",BIK Karlskoga,Tingsryds AIF,1,"1,83"
Björklöv. - Almtuna,3 - 2,2019-09-27,3 , 2,76,13,11,"1,57","4,80","4,90",IF Björklöven,Almtuna IS,1,"1,57"
Karlskron - Timrå,2 - 4,2019-09-27,2 , 4,30,25,45,"2,88","4,25","2,13",Karlskrona HK,Timrå IK,2,"2,13"
Mora - Västerås,1 - 2,2019-09-27,1 , 2,33,23,44,"2,70","4,15","2,28",Mora IK,Västerås IK,2,"2,28"
Södertäl. - MODO,6 - 2,2019-09-27,6 , 2,26,23,51,"3,12","4,35","2,00",Södertälje SK,MODO Hockey,1,"3,12"
Västervik - Kristian.,0 - 2,2019-09-27,0 , 2,63,20,17,"1,96","4,20","3,30",Västerviks IK,Kristianstads IK,2,"3,30"
Vimmerby - Nybro,3 - 5,2019-09-27,3 , 5,41,24,35,"2,25","4,40","2,42",Vimmerby ,Nybro Vikings IF,2,"2,42"
Forshaga - Skövde,1 - 1,2019-09-27,1 , 1,54,21,25,"1,61","5,00","3,75",Forshaga , Skövde,X,"5,00"
