date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2010-09-22 ,IF Malmö Redhawks  - Bofors IK,2 - 3,"2-2, 0-0, 0-1",3342,259,29487,allsvenskan,2010/11,IF Malmö Redhawks,Bofors IK,2,3,2-2, 0-0, 0-1,,,2,2,0,0,0,1,,,,,away,draw,draw,away,,
2010-09-22 ,IF Troja/Ljungby  - Tingsryds AIF,5 - 4,"1-1, 2-1, 1-2, 0-0, 1-0",2111,259,29488,allsvenskan,2010/11,IF Troja/Ljungby,Tingsryds AIF,5,4,1-1, 2-1, 1-2, 0-0, 1-0,1,1,2,1,1,2,0.0,0.0,1.0,0.0,draw,draw,home,away,draw,home
2010-09-22 ,Örebro HK  - Mora IK,6 - 1,"0-1, 4-0, 2-0",1144,259,29489,allsvenskan,2010/11,Örebro HK,Mora IK,6,1,0-1, 4-0, 2-0,,,0,1,4,0,2,0,,,,,home,away,home,home,,
2010-09-22 ,Växjö Lakers HC  - Borås HC,7 - 4,"1-1, 4-2, 2-1",2337,259,29490,allsvenskan,2010/11,Växjö Lakers HC,Borås HC,7,4,1-1, 4-2, 2-1,,,1,1,4,2,2,1,,,,,home,draw,home,home,,
2010-09-23 ,Rögle BK  - IK Oskarshamn,0 - 5,"0-1, 0-2, 0-2",2879,259,29491,allsvenskan,2010/11,Rögle BK,IK Oskarshamn,0,5,0-1, 0-2, 0-2,,,0,1,0,2,0,2,,,,,away,away,away,away,,
2010-09-24 ,Borås HC  - IF Troja/Ljungby,3 - 5,"2-2, 0-1, 1-2",918,259,29492,allsvenskan,2010/11,Borås HC,IF Troja/Ljungby,3,5,2-2, 0-1, 1-2,,,2,2,0,1,1,2,,,,,away,draw,away,away,,
2010-09-25 ,Tingsryds AIF  - IF Sundsvall Hockey,3 - 1,"1-1, 0-0, 2-0",2133,259,29496,allsvenskan,2010/11,Tingsryds AIF,IF Sundsvall Hockey,3,1,1-1, 0-0, 2-0,,,1,1,0,0,2,0,,,,,home,draw,draw,home,,
2010-09-25 ,VIK Västerås HK  - IF Malmö Redhawks,4 - 2,"3-0, 0-0, 1-2",2293,259,29497,allsvenskan,2010/11,Västerås IK,IF Malmö Redhawks,4,2,3-0, 0-0, 1-2,,,3,0,0,0,1,2,,,,,home,home,draw,away,,
2010-09-25 ,Bofors IK  - Leksands IF,2 - 4,"0-1, 2-2, 0-1",2411,259,29493,allsvenskan,2010/11,Bofors IK,Leksands IF,2,4,0-1, 2-2, 0-1,,,0,1,2,2,0,1,,,,,away,away,draw,away,,
2010-09-25 ,Mora IK  - Växjö Lakers HC,2 - 5,"0-2, 2-2, 0-1",1980,259,29494,allsvenskan,2010/11,Mora IK,Växjö Lakers HC,2,5,0-2, 2-2, 0-1,,,0,2,2,2,0,1,,,,,away,away,draw,away,,
2010-09-25 ,IK Oskarshamn  - Örebro HK,2 - 4,"1-1, 0-0, 1-3",2222,259,29495,allsvenskan,2010/11,IK Oskarshamn,Örebro HK,2,4,1-1, 0-0, 1-3,,,1,1,0,0,1,3,,,,,away,draw,draw,away,,
2010-09-25 ,Almtuna IS  - Rögle BK,3 - 1,"1-0, 0-0, 2-1",1632,259,29498,allsvenskan,2010/11,Almtuna IS,Rögle BK,3,1,1-0, 0-0, 2-1,,,1,0,0,0,2,1,,,,,home,home,draw,home,,
2010-09-27 ,IF Malmö Redhawks  - IF Sundsvall Hockey,2 - 1,"0-0, 1-0, 1-1",3167,259,29499,allsvenskan,2010/11,IF Malmö Redhawks,IF Sundsvall Hockey,2,1,0-0, 1-0, 1-1,,,0,0,1,0,1,1,,,,,home,draw,home,draw,,
2010-09-29 ,Borås HC  - Tingsryds AIF,4 - 1,"1-1, 2-0, 1-0",968,259,29500,allsvenskan,2010/11,Borås HC,Tingsryds AIF,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2010-09-29 ,Leksands IF  - VIK Västerås HK,1 - 2,"0-0, 1-0, 0-2",4927,259,29501,allsvenskan,2010/11,Leksands IF,Västerås IK,1,2,0-0, 1-0, 0-2,,,0,0,1,0,0,2,,,,,away,draw,home,away,,
2010-09-29 ,IF Troja/Ljungby  - Mora IK,2 - 3,"0-1, 1-0, 1-2",1411,259,29502,allsvenskan,2010/11,IF Troja/Ljungby,Mora IK,2,3,0-1, 1-0, 1-2,,,0,1,1,0,1,2,,,,,away,away,home,away,,
2010-09-29 ,Örebro HK  - Almtuna IS,2 - 1,"0-0, 1-0, 1-1",1376,259,29503,allsvenskan,2010/11,Örebro HK,Almtuna IS,2,1,0-0, 1-0, 1-1,,,0,0,1,0,1,1,,,,,home,draw,home,draw,,
2010-09-29 ,Växjö Lakers HC  - IK Oskarshamn,3 - 5,"0-1, 2-2, 1-2",2557,259,29504,allsvenskan,2010/11,Växjö Lakers HC,IK Oskarshamn,3,5,0-1, 2-2, 1-2,,,0,1,2,2,1,2,,,,,away,away,draw,away,,
2010-09-29 ,Rögle BK  - Bofors IK,4 - 1,"1-1, 2-0, 1-0",2220,259,29505,allsvenskan,2010/11,Rögle BK,Bofors IK,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2010-10-01 ,Almtuna IS  - Växjö Lakers HC,2 - 4,"0-2, 0-0, 2-2",1243,259,29506,allsvenskan,2010/11,Almtuna IS,Växjö Lakers HC,2,4,0-2, 0-0, 2-2,,,0,2,0,0,2,2,,,,,away,away,draw,draw,,
2010-10-01 ,IK Oskarshamn  - IF Troja/Ljungby,4 - 1,"0-1, 2-0, 2-0",2155,259,29507,allsvenskan,2010/11,IK Oskarshamn,IF Troja/Ljungby,4,1,0-1, 2-0, 2-0,,,0,1,2,0,2,0,,,,,home,away,home,home,,
2010-10-02 ,Tingsryds AIF  - IF Malmö Redhawks,2 - 3,"0-1, 1-1, 1-1",2975,259,29511,allsvenskan,2010/11,Tingsryds AIF,IF Malmö Redhawks,2,3,0-1, 1-1, 1-1,,,0,1,1,1,1,1,,,,,away,away,draw,draw,,
2010-10-02 ,IF Sundsvall Hockey  - Leksands IF,3 - 7,"1-0, 1-3, 1-4",1632,259,29508,allsvenskan,2010/11,IF Sundsvall Hockey,Leksands IF,3,7,1-0, 1-3, 1-4,,,1,0,1,3,1,4,,,,,away,home,away,away,,
2010-10-02 ,Bofors IK  - Örebro HK,2 - 3,"0-0, 0-1, 2-2",2835,259,29509,allsvenskan,2010/11,Bofors IK,Örebro HK,2,3,0-0, 0-1, 2-2,,,0,0,0,1,2,2,,,,,away,draw,away,draw,,
2010-10-02 ,Mora IK  - Borås HC,3 - 2,"2-0, 1-0, 0-2",2087,259,29510,allsvenskan,2010/11,Mora IK,Borås HC,3,2,2-0, 1-0, 0-2,,,2,0,1,0,0,2,,,,,home,home,home,away,,
2010-10-04 ,VIK Västerås HK  - Rögle BK,2 - 3,"0-2, 0-1, 2-0",3016,259,29512,allsvenskan,2010/11,Västerås IK,Rögle BK,2,3,0-2, 0-1, 2-0,,,0,2,0,1,2,0,,,,,away,away,away,home,,
2010-10-06 ,Borås HC  - IK Oskarshamn,4 - 5,"0-2, 2-2, 2-1",1054,259,29513,allsvenskan,2010/11,Borås HC,IK Oskarshamn,4,5,0-2, 2-2, 2-1,,,0,2,2,2,2,1,,,,,away,away,draw,home,,
2010-10-06 ,Mora IK  - Tingsryds AIF,3 - 1,"0-1, 1-0, 2-0",2120,259,29514,allsvenskan,2010/11,Mora IK,Tingsryds AIF,3,1,0-1, 1-0, 2-0,,,0,1,1,0,2,0,,,,,home,away,home,home,,
2010-10-06 ,IF Troja/Ljungby  - Almtuna IS,1 - 4,"1-1, 0-1, 0-2",1173,259,29515,allsvenskan,2010/11,IF Troja/Ljungby,Almtuna IS,1,4,1-1, 0-1, 0-2,,,1,1,0,1,0,2,,,,,away,draw,away,away,,
2010-10-06 ,Örebro HK  - VIK Västerås HK,0 - 2,"0-1, 0-1, 0-0",3326,259,29516,allsvenskan,2010/11,Örebro HK,Västerås IK,0,2,0-1, 0-1, 0-0,,,0,1,0,1,0,0,,,,,away,away,away,draw,,
2010-10-06 ,Växjö Lakers HC  - Bofors IK,4 - 3,"1-0, 0-2, 2-1, 1-0",2244,259,29517,allsvenskan,2010/11,Växjö Lakers HC,Bofors IK,4,3,1-0, 0-2, 2-1, 1-0,,1,0,0,2,2,1,1.0,0.0,,,draw,home,away,home,home,
2010-10-07 ,Rögle BK  - IF Sundsvall Hockey,2 - 3,"1-1, 0-1, 1-1",2520,259,29518,allsvenskan,2010/11,Rögle BK,IF Sundsvall Hockey,2,3,1-1, 0-1, 1-1,,,1,1,0,1,1,1,,,,,away,draw,away,draw,,
2010-10-07 ,Leksands IF  - IF Malmö Redhawks,4 - 1,"2-0, 0-1, 2-0",5336,259,29519,allsvenskan,2010/11,Leksands IF,IF Malmö Redhawks,4,1,2-0, 0-1, 2-0,,,2,0,0,1,2,0,,,,,home,home,away,home,,
2010-10-08 ,VIK Västerås HK  - Växjö Lakers HC,0 - 3,"0-1, 0-1, 0-1",2302,259,29520,allsvenskan,2010/11,Västerås IK,Växjö Lakers HC,0,3,0-1, 0-1, 0-1,,,0,1,0,1,0,1,,,,,away,away,away,away,,
2010-10-08 ,IK Oskarshamn  - Mora IK,4 - 2,"1-1, 1-0, 2-1",2401,259,29521,allsvenskan,2010/11,IK Oskarshamn,Mora IK,4,2,1-1, 1-0, 2-1,,,1,1,1,0,2,1,,,,,home,draw,home,home,,
2010-10-09 ,IF Malmö Redhawks  - Rögle BK,7 - 3,"1-0, 1-2, 5-1",11115,259,29525,allsvenskan,2010/11,IF Malmö Redhawks,Rögle BK,7,3,1-0, 1-2, 5-1,,,1,0,1,2,5,1,,,,,home,home,away,home,,
2010-10-09 ,Almtuna IS  - Borås HC,4 - 1,"1-0, 3-0, 0-1",1171,259,29522,allsvenskan,2010/11,Almtuna IS,Borås HC,4,1,1-0, 3-0, 0-1,,,1,0,3,0,0,1,,,,,home,home,home,away,,
2010-10-09 ,IF Sundsvall Hockey  - Örebro HK,1 - 3,"0-1, 1-1, 0-1",920,259,29523,allsvenskan,2010/11,IF Sundsvall Hockey,Örebro HK,1,3,0-1, 1-1, 0-1,,,0,1,1,1,0,1,,,,,away,away,draw,away,,
2010-10-09 ,Bofors IK  - IF Troja/Ljungby,2 - 1,"1-0, 0-0, 0-1, 1-0",1262,259,29524,allsvenskan,2010/11,Bofors IK,IF Troja/Ljungby,2,1,1-0, 0-0, 0-1, 1-0,,1,0,0,0,0,1,1.0,0.0,,,draw,home,draw,away,home,
2010-10-10 ,Tingsryds AIF  - Leksands IF,1 - 2,"0-1, 1-0, 0-1",3233,259,29526,allsvenskan,2010/11,Tingsryds AIF,Leksands IF,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2010-10-12 ,Rögle BK  - Leksands IF,3 - 0,"0-0, 1-0, 2-0",3040,259,29527,allsvenskan,2010/11,Rögle BK,Leksands IF,3,0,0-0, 1-0, 2-0,,,0,0,1,0,2,0,,,,,home,draw,home,home,,
2010-10-13 ,Borås HC  - Bofors IK,4 - 0,"2-0, 0-0, 2-0",924,259,29528,allsvenskan,2010/11,Borås HC,Bofors IK,4,0,2-0, 0-0, 2-0,,,2,0,0,0,2,0,,,,,home,home,draw,home,,
2010-10-13 ,Mora IK  - Almtuna IS,7 - 2,"2-2, 2-0, 3-0",2024,259,29529,allsvenskan,2010/11,Mora IK,Almtuna IS,7,2,2-2, 2-0, 3-0,,,2,2,2,0,3,0,,,,,home,draw,home,home,,
2010-10-13 ,IK Oskarshamn  - Tingsryds AIF,6 - 4,"2-1, 1-3, 3-0",2771,259,29530,allsvenskan,2010/11,IK Oskarshamn,Tingsryds AIF,6,4,2-1, 1-3, 3-0,,,2,1,1,3,3,0,,,,,home,home,away,home,,
2010-10-13 ,IF Troja/Ljungby  - VIK Västerås HK,2 - 5,"1-2, 1-2, 0-1",1046,259,29531,allsvenskan,2010/11,IF Troja/Ljungby,Västerås IK,2,5,1-2, 1-2, 0-1,,,1,2,1,2,0,1,,,,,away,away,away,away,,
2010-10-13 ,Örebro HK  - IF Malmö Redhawks,2 - 4,"1-1, 0-1, 1-2",1822,259,29532,allsvenskan,2010/11,Örebro HK,IF Malmö Redhawks,2,4,1-1, 0-1, 1-2,,,1,1,0,1,1,2,,,,,away,draw,away,away,,
2010-10-15 ,Växjö Lakers HC  - IF Sundsvall Hockey,3 - 4,"1-1, 1-2, 1-0, 0-0, 0-1",2565,259,29533,allsvenskan,2010/11,Växjö Lakers HC,IF Sundsvall Hockey,3,4,1-1, 1-2, 1-0, 0-0, 0-1,1,1,1,2,1,0,0.0,0.0,0.0,1.0,draw,draw,away,home,draw,away
2010-10-11 ,IF Sundsvall Hockey  - IF Troja/Ljungby,5 - 4,"0-2, 1-1, 3-1, 1-0",718,259,29534,allsvenskan,2010/11,IF Sundsvall Hockey,IF Troja/Ljungby,5,4,0-2, 1-1, 3-1, 1-0,,0,2,1,1,3,1,1.0,0.0,,,draw,away,draw,home,home,
2010-10-15 ,VIK Västerås HK  - Borås HC,3 - 4,"0-1, 2-1, 1-1, 0-0, 0-1",1865,259,29535,allsvenskan,2010/11,Västerås IK,Borås HC,3,4,0-1, 2-1, 1-1, 0-0, 0-1,0,1,2,1,1,1,0.0,0.0,0.0,1.0,draw,away,home,draw,draw,away
2010-10-16 ,Bofors IK  - Mora IK,5 - 1,"2-1, 1-0, 2-0",1421,259,29536,allsvenskan,2010/11,Bofors IK,Mora IK,5,1,2-1, 1-0, 2-0,,,2,1,1,0,2,0,,,,,home,home,home,home,,
2010-10-16 ,Tingsryds AIF  - Rögle BK,2 - 4,"0-2, 2-0, 0-2",2267,259,29538,allsvenskan,2010/11,Tingsryds AIF,Rögle BK,2,4,0-2, 2-0, 0-2,,,0,2,2,0,0,2,,,,,away,away,home,away,,
2010-10-16 ,Leksands IF  - Örebro HK,3 - 2,"1-0, 1-2, 0-0, 0-0, 1-0",6513,259,29537,allsvenskan,2010/11,Leksands IF,Örebro HK,3,2,1-0, 1-2, 0-0, 0-0, 1-0,1,0,1,2,0,0,0.0,0.0,1.0,0.0,draw,home,away,draw,draw,home
2010-10-18 ,Almtuna IS  - IK Oskarshamn,6 - 5,"2-1, 3-2, 0-2, 0-0, 1-0",1329,259,29539,allsvenskan,2010/11,Almtuna IS,IK Oskarshamn,6,5,2-1, 3-2, 0-2, 0-0, 1-0,2,1,3,2,0,2,0.0,0.0,1.0,0.0,draw,home,home,away,draw,home
2010-11-01 ,IF Malmö Redhawks  - Växjö Lakers HC,2 - 5,"0-1, 1-1, 1-3",4503,259,29540,allsvenskan,2010/11,IF Malmö Redhawks,Växjö Lakers HC,2,5,0-1, 1-1, 1-3,,,0,1,1,1,1,3,,,,,away,away,draw,away,,
2010-10-18 ,IF Malmö Redhawks  - Mora IK,5 - 4,"3-0, 0-2, 1-2, 1-0",3468,259,31033,allsvenskan,2010/11,IF Malmö Redhawks,Mora IK,5,4,3-0, 0-2, 1-2, 1-0,,3,0,0,2,1,2,1.0,0.0,,,draw,home,away,away,home,
2010-10-20 ,Bofors IK  - Tingsryds AIF,4 - 2,"1-0, 3-1, 0-1",1463,259,31034,allsvenskan,2010/11,Bofors IK,Tingsryds AIF,4,2,1-0, 3-1, 0-1,,,1,0,3,1,0,1,,,,,home,home,home,away,,
2010-10-20 ,IF Sundsvall Hockey  - IK Oskarshamn,2 - 3,"0-1, 1-1, 1-0, 0-0, 0-1",610,259,31035,allsvenskan,2010/11,IF Sundsvall Hockey,IK Oskarshamn,2,3,0-1, 1-1, 1-0, 0-0, 0-1,0,1,1,1,1,0,0.0,0.0,0.0,1.0,draw,away,draw,home,draw,away
2010-10-20 ,Rögle BK  - IF Troja/Ljungby,4 - 2,"1-0, 1-2, 2-0",2919,259,31036,allsvenskan,2010/11,Rögle BK,IF Troja/Ljungby,4,2,1-0, 1-2, 2-0,,,1,0,1,2,2,0,,,,,home,home,away,home,,
2010-10-20 ,Örebro HK  - Växjö Lakers HC,4 - 1,"1-0, 0-1, 3-0",1542,259,31037,allsvenskan,2010/11,Örebro HK,Växjö Lakers HC,4,1,1-0, 0-1, 3-0,,,1,0,0,1,3,0,,,,,home,home,away,home,,
2010-10-20 ,VIK Västerås HK  - Almtuna IS,4 - 1,"2-0, 0-1, 2-0",2006,259,31038,allsvenskan,2010/11,Västerås IK,Almtuna IS,4,1,2-0, 0-1, 2-0,,,2,0,0,1,2,0,,,,,home,home,away,home,,
2010-12-10 ,Leksands IF  - Borås HC,4 - 3,"1-2, 2-0, 1-1",4301,259,31039,allsvenskan,2010/11,Leksands IF,Borås HC,4,3,1-2, 2-0, 1-1,,,1,2,2,0,1,1,,,,,home,away,home,draw,,
2010-10-17 ,Borås HC  - IF Sundsvall Hockey,7 - 0,"3-0, 2-0, 2-0",1075,259,31040,allsvenskan,2010/11,Borås HC,IF Sundsvall Hockey,7,0,3-0, 2-0, 2-0,,,3,0,2,0,2,0,,,,,home,home,home,home,,
2010-10-22 ,Almtuna IS  - Tingsryds AIF,2 - 3,"0-1, 0-1, 2-0, 0-0, 0-1",1248,259,31041,allsvenskan,2010/11,Almtuna IS,Tingsryds AIF,2,3,0-1, 0-1, 2-0, 0-0, 0-1,0,1,0,1,2,0,0.0,0.0,0.0,1.0,draw,away,away,home,draw,away
2010-10-23 ,Mora IK  - VIK Västerås HK,5 - 3,"1-1, 1-0, 3-2",2251,259,31042,allsvenskan,2010/11,Mora IK,Västerås IK,5,3,1-1, 1-0, 3-2,,,1,1,1,0,3,2,,,,,home,draw,home,home,,
2010-10-23 ,IF Troja/Ljungby  - IF Malmö Redhawks,2 - 6,"0-1, 0-4, 2-1",1510,259,31044,allsvenskan,2010/11,IF Troja/Ljungby,IF Malmö Redhawks,2,6,0-1, 0-4, 2-1,,,0,1,0,4,2,1,,,,,away,away,away,home,,
2010-10-23 ,IK Oskarshamn  - Bofors IK,4 - 1,"1-0, 1-1, 2-0",2945,259,31043,allsvenskan,2010/11,IK Oskarshamn,Bofors IK,4,1,1-0, 1-1, 2-0,,,1,0,1,1,2,0,,,,,home,home,draw,home,,
2010-10-23 ,Växjö Lakers HC  - Leksands IF,5 - 2,"0-0, 4-1, 1-1",3382,259,31045,allsvenskan,2010/11,Växjö Lakers HC,Leksands IF,5,2,0-0, 4-1, 1-1,,,0,0,4,1,1,1,,,,,home,draw,home,draw,,
2010-10-24 ,Örebro HK  - Rögle BK,4 - 2,"2-0, 0-2, 2-0",1838,259,31046,allsvenskan,2010/11,Örebro HK,Rögle BK,4,2,2-0, 0-2, 2-0,,,2,0,0,2,2,0,,,,,home,home,away,home,,
2010-10-27 ,IF Sundsvall Hockey  - Mora IK,1 - 2,"0-2, 1-0, 0-0",1322,259,31047,allsvenskan,2010/11,IF Sundsvall Hockey,Mora IK,1,2,0-2, 1-0, 0-0,,,0,2,1,0,0,0,,,,,away,away,home,draw,,
2010-10-27 ,Leksands IF  - IF Troja/Ljungby,3 - 2,"0-0, 1-2, 1-0, 1-0",4047,259,31048,allsvenskan,2010/11,Leksands IF,IF Troja/Ljungby,3,2,0-0, 1-2, 1-0, 1-0,,0,0,1,2,1,0,1.0,0.0,,,draw,draw,away,home,home,
2010-10-27 ,IF Malmö Redhawks  - Borås HC,4 - 5,"0-1, 2-2, 2-1, 0-1",3438,259,31049,allsvenskan,2010/11,IF Malmö Redhawks,Borås HC,4,5,0-1, 2-2, 2-1, 0-1,,0,1,2,2,2,1,0.0,1.0,,,draw,away,draw,home,away,
2010-10-27 ,Rögle BK  - Växjö Lakers HC,3 - 2,"0-0, 1-0, 2-2",3312,259,31050,allsvenskan,2010/11,Rögle BK,Växjö Lakers HC,3,2,0-0, 1-0, 2-2,,,0,0,1,0,2,2,,,,,home,draw,home,draw,,
2010-10-27 ,Tingsryds AIF  - Örebro HK,1 - 2,"0-1, 0-1, 1-0",2120,259,31051,allsvenskan,2010/11,Tingsryds AIF,Örebro HK,1,2,0-1, 0-1, 1-0,,,0,1,0,1,1,0,,,,,away,away,away,home,,
2010-10-27 ,Bofors IK  - Almtuna IS,5 - 2,"1-1, 3-0, 1-1",1312,259,31052,allsvenskan,2010/11,Bofors IK,Almtuna IS,5,2,1-1, 3-0, 1-1,,,1,1,3,0,1,1,,,,,home,draw,home,draw,,
2010-11-02 ,VIK Västerås HK  - IK Oskarshamn,5 - 2,"2-1, 2-1, 1-0",2581,259,31053,allsvenskan,2010/11,Västerås IK,IK Oskarshamn,5,2,2-1, 2-1, 1-0,,,2,1,2,1,1,0,,,,,home,home,home,home,,
2010-10-29 ,IK Oskarshamn  - IF Malmö Redhawks,0 - 2,"0-0, 0-1, 0-1",3265,259,31054,allsvenskan,2010/11,IK Oskarshamn,IF Malmö Redhawks,0,2,0-0, 0-1, 0-1,,,0,0,0,1,0,1,,,,,away,draw,away,away,,
2010-10-30 ,Tingsryds AIF  - Växjö Lakers HC,2 - 0,"0-0, 2-0, 0-0",3231,259,31058,allsvenskan,2010/11,Tingsryds AIF,Växjö Lakers HC,2,0,0-0, 2-0, 0-0,,,0,0,2,0,0,0,,,,,home,draw,home,draw,,
2010-10-30 ,Almtuna IS  - IF Sundsvall Hockey,4 - 2,"3-0, 1-0, 0-2",935,259,31055,allsvenskan,2010/11,Almtuna IS,IF Sundsvall Hockey,4,2,3-0, 1-0, 0-2,,,3,0,1,0,0,2,,,,,home,home,home,away,,
2010-10-30 ,Bofors IK  - VIK Västerås HK,3 - 2,"1-1, 1-1, 1-0",1615,259,31056,allsvenskan,2010/11,Bofors IK,Västerås IK,3,2,1-1, 1-1, 1-0,,,1,1,1,1,1,0,,,,,home,draw,draw,home,,
2010-10-30 ,Mora IK  - Leksands IF,2 - 3,"1-0, 1-1, 0-1, 0-0, 0-1",4500,259,31057,allsvenskan,2010/11,Mora IK,Leksands IF,2,3,1-0, 1-1, 0-1, 0-0, 0-1,1,0,1,1,0,1,0.0,0.0,0.0,1.0,draw,home,draw,away,draw,away
2010-10-31 ,IF Troja/Ljungby  - Örebro HK,3 - 6,"3-2, 0-3, 0-1",1194,259,31059,allsvenskan,2010/11,IF Troja/Ljungby,Örebro HK,3,6,3-2, 0-3, 0-1,,,3,2,0,3,0,1,,,,,away,home,away,away,,
2010-11-01 ,Borås HC  - Rögle BK,5 - 1,"2-0, 2-1, 1-0",1513,259,31060,allsvenskan,2010/11,Borås HC,Rögle BK,5,1,2-0, 2-1, 1-0,,,2,0,2,1,1,0,,,,,home,home,home,home,,
2010-10-29 ,Örebro HK  - Borås HC,7 - 4,"2-0, 2-1, 3-3",1476,259,31061,allsvenskan,2010/11,Örebro HK,Borås HC,7,4,2-0, 2-1, 3-3,,,2,0,2,1,3,3,,,,,home,home,home,draw,,
2010-11-03 ,IF Malmö Redhawks  - Almtuna IS,2 - 3,"1-1, 1-1, 0-0, 0-0, 0-1",3658,259,31062,allsvenskan,2010/11,IF Malmö Redhawks,Almtuna IS,2,3,1-1, 1-1, 0-0, 0-0, 0-1,1,1,1,1,0,0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
2010-11-03 ,Rögle BK  - Mora IK,5 - 4,"0-4, 3-0, 1-0, 0-0, 1-0",3085,259,31063,allsvenskan,2010/11,Rögle BK,Mora IK,5,4,0-4, 3-0, 1-0, 0-0, 1-0,0,4,3,0,1,0,0.0,0.0,1.0,0.0,draw,away,home,home,draw,home
2010-11-03 ,Växjö Lakers HC  - IF Troja/Ljungby,6 - 4,"0-1, 4-2, 2-1",3170,259,31064,allsvenskan,2010/11,Växjö Lakers HC,IF Troja/Ljungby,6,4,0-1, 4-2, 2-1,,,0,1,4,2,2,1,,,,,home,away,home,home,,
2010-11-04 ,Leksands IF  - IK Oskarshamn,3 - 5,"0-1, 1-4, 2-0",5546,259,31065,allsvenskan,2010/11,Leksands IF,IK Oskarshamn,3,5,0-1, 1-4, 2-0,,,0,1,1,4,2,0,,,,,away,away,away,home,,
2010-11-08 ,IF Sundsvall Hockey  - Bofors IK,4 - 2,"1-1, 2-1, 1-0",755,259,31066,allsvenskan,2010/11,IF Sundsvall Hockey,Bofors IK,4,2,1-1, 2-1, 1-0,,,1,1,2,1,1,0,,,,,home,draw,home,home,,
2010-11-12 ,VIK Västerås HK  - Tingsryds AIF,4 - 2,"1-2, 2-0, 1-0",1899,259,31067,allsvenskan,2010/11,Västerås IK,Tingsryds AIF,4,2,1-2, 2-0, 1-0,,,1,2,2,0,1,0,,,,,home,away,home,home,,
2010-11-06 ,Mora IK  - Örebro HK,3 - 2,"1-0, 1-1, 0-1, 1-0",2614,259,31069,allsvenskan,2010/11,Mora IK,Örebro HK,3,2,1-0, 1-1, 0-1, 1-0,,1,0,1,1,0,1,1.0,0.0,,,draw,home,draw,away,home,
2010-11-06 ,VIK Västerås HK  - IF Sundsvall Hockey,5 - 0,"2-0, 1-0, 2-0",2012,259,31070,allsvenskan,2010/11,Västerås IK,IF Sundsvall Hockey,5,0,2-0, 1-0, 2-0,,,2,0,1,0,2,0,,,,,home,home,home,home,,
2010-11-06 ,Bofors IK  - IF Malmö Redhawks,2 - 1,"0-0, 1-1, 0-0, 1-0",1714,259,31068,allsvenskan,2010/11,Bofors IK,IF Malmö Redhawks,2,1,0-0, 1-1, 0-0, 1-0,,0,0,1,1,0,0,1.0,0.0,,,draw,draw,draw,draw,home,
2010-11-07 ,Almtuna IS  - Leksands IF,0 - 3,"0-0, 0-0, 0-3",2346,259,31071,allsvenskan,2010/11,Almtuna IS,Leksands IF,0,3,0-0, 0-0, 0-3,,,0,0,0,0,0,3,,,,,away,draw,draw,away,,
2010-11-07 ,Tingsryds AIF  - IF Troja/Ljungby,3 - 2,"0-1, 0-0, 3-1",2945,259,31072,allsvenskan,2010/11,Tingsryds AIF,IF Troja/Ljungby,3,2,0-1, 0-0, 3-1,,,0,1,0,0,3,1,,,,,home,away,draw,home,,
2010-11-08 ,IK Oskarshamn  - Rögle BK,4 - 1,"1-0, 2-0, 1-1",2659,259,31073,allsvenskan,2010/11,IK Oskarshamn,Rögle BK,4,1,1-0, 2-0, 1-1,,,1,0,2,0,1,1,,,,,home,home,home,draw,,
2010-11-08 ,Borås HC  - Växjö Lakers HC,1 - 4,"0-1, 0-2, 1-1",1189,259,31074,allsvenskan,2010/11,Borås HC,Växjö Lakers HC,1,4,0-1, 0-2, 1-1,,,0,1,0,2,1,1,,,,,away,away,away,draw,,
2010-10-25 ,IF Malmö Redhawks  - VIK Västerås HK,3 - 4,"1-0, 1-2, 1-2",3655,259,31075,allsvenskan,2010/11,IF Malmö Redhawks,Västerås IK,3,4,1-0, 1-2, 1-2,,,1,0,1,2,1,2,,,,,away,home,away,away,,
2010-11-05 ,Rögle BK  - Almtuna IS,5 - 1,"2-1, 0-0, 3-0",2747,259,31076,allsvenskan,2010/11,Rögle BK,Almtuna IS,5,1,2-1, 0-0, 3-0,,,2,1,0,0,3,0,,,,,home,home,draw,home,,
2010-11-10 ,IF Sundsvall Hockey  - Tingsryds AIF,3 - 2,"2-0, 0-2, 1-0",442,259,31077,allsvenskan,2010/11,IF Sundsvall Hockey,Tingsryds AIF,3,2,2-0, 0-2, 1-0,,,2,0,0,2,1,0,,,,,home,home,away,home,,
2010-11-10 ,Leksands IF  - Bofors IK,4 - 1,"1-1, 0-0, 3-0",3212,259,31078,allsvenskan,2010/11,Leksands IF,Bofors IK,4,1,1-1, 0-0, 3-0,,,1,1,0,0,3,0,,,,,home,draw,draw,home,,
