date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2008-10-18 ,Färjestads BK  - Brynäs IF,5 - 1,"1-0, 2-0, 2-1",7144,9052,388824,shl,2008/09,Färjestad BK,Brynäs IF,5,1,1-0, 2-0, 2-1,,,1,0,2,0,2,1,,,,,home,home,home,home,,
2008-10-18 ,Frölunda HC  - HV 71,5 - 3,"1-0, 3-1, 1-2",12044,9052,388825,shl,2008/09,Frölunda HC,HV 71,5,3,1-0, 3-1, 1-2,,,1,0,3,1,1,2,,,,,home,home,home,away,,
2008-10-18 ,Skellefteå AIK  - Luleå HF,4 - 1,"0-0, 2-0, 2-1",6001,9052,388826,shl,2008/09,Skellefteå AIK,Luleå HF,4,1,0-0, 2-0, 2-1,,,0,0,2,0,2,1,,,,,home,draw,home,home,,
2008-10-21 ,Frölunda HC  - Färjestads BK,2 - 2,"2-0, 0-2, 0-0, 0-0",11715,9052,388827,shl,2008/09,Frölunda HC,Färjestad BK,2,2,2-0, 0-2, 0-0, 0-0,,2,0,0,2,0,0,0.0,0.0,,,draw,home,away,draw,draw,
2008-10-23 ,Luleå HF  - Djurgårdens IF,4 - 5,"2-3, 2-0, 0-1, 0-1",5501,9052,388828,shl,2008/09,Luleå HF,Djurgårdens IF,4,5,2-3, 2-0, 0-1, 0-1,,2,3,2,0,0,1,0.0,1.0,,,draw,away,home,away,away,
2008-10-23 ,MODO Hockey  - Linköpings HC,3 - 5,"2-1, 1-2, 0-2",5514,9052,388829,shl,2008/09,MODO Hockey,Linköping HC,3,5,2-1, 1-2, 0-2,,,2,1,1,2,0,2,,,,,away,home,away,away,,
2008-10-23 ,Timrå IK  - Brynäs IF,3 - 1,"1-0, 0-1, 2-0",5540,9052,388830,shl,2008/09,Timrå IK,Brynäs IF,3,1,1-0, 0-1, 2-0,,,1,0,0,1,2,0,,,,,home,home,away,home,,
2008-10-23 ,Rögle BK  - Skellefteå AIK,1 - 2,"0-0, 1-2, 0-0",4801,9052,388831,shl,2008/09,Rögle BK,Skellefteå AIK,1,2,0-0, 1-2, 0-0,,,0,0,1,2,0,0,,,,,away,draw,away,draw,,
2008-10-23 ,HV 71  - Södertälje SK,6 - 3,"1-1, 1-1, 4-1",6851,9052,388832,shl,2008/09,HV 71,Södertälje SK,6,3,1-1, 1-1, 4-1,,,1,1,1,1,4,1,,,,,home,draw,draw,home,,
2008-10-25 ,Timrå IK  - Djurgårdens IF,3 - 2,"1-2, 1-0, 0-0, 1-0",5373,9052,388833,shl,2008/09,Timrå IK,Djurgårdens IF,3,2,1-2, 1-0, 0-0, 1-0,,1,2,1,0,0,0,1.0,0.0,,,draw,away,home,draw,home,
2008-10-25 ,Färjestads BK  - Rögle BK,2 - 3,"0-0, 1-1, 1-2",6788,9052,388834,shl,2008/09,Färjestad BK,Rögle BK,2,3,0-0, 1-1, 1-2,,,0,0,1,1,1,2,,,,,away,draw,draw,away,,
2008-10-25 ,Linköpings HC  - Frölunda HC,2 - 3,"0-0, 0-1, 2-1, 0-1",8500,9052,388835,shl,2008/09,Linköping HC,Frölunda HC,2,3,0-0, 0-1, 2-1, 0-1,,0,0,0,1,2,1,0.0,1.0,,,draw,draw,away,home,away,
2008-10-25 ,Brynäs IF  - Luleå HF,2 - 4,"2-1, 0-2, 0-1",8180,9052,388836,shl,2008/09,Brynäs IF,Luleå HF,2,4,2-1, 0-2, 0-1,,,2,1,0,2,0,1,,,,,away,home,away,away,,
2008-10-25 ,HV 71  - MODO Hockey,2 - 5,"0-2, 2-0, 0-3",7020,9052,388837,shl,2008/09,HV 71,MODO Hockey,2,5,0-2, 2-0, 0-3,,,0,2,2,0,0,3,,,,,away,away,home,away,,
2008-10-25 ,Södertälje SK  - Skellefteå AIK,2 - 3,"0-1, 2-1, 0-1",4515,9052,388838,shl,2008/09,Södertälje SK,Skellefteå AIK,2,3,0-1, 2-1, 0-1,,,0,1,2,1,0,1,,,,,away,away,home,away,,
2008-10-27 ,Luleå HF  - Färjestads BK,1 - 0,"0-0, 0-0, 1-0",5207,9052,388839,shl,2008/09,Luleå HF,Färjestad BK,1,0,0-0, 0-0, 1-0,,,0,0,0,0,1,0,,,,,home,draw,draw,home,,
2008-10-27 ,Linköpings HC  - HV 71,1 - 2,"0-0, 0-1, 1-0, 0-1",8500,9052,388840,shl,2008/09,Linköping HC,HV 71,1,2,0-0, 0-1, 1-0, 0-1,,0,0,0,1,1,0,0.0,1.0,,,draw,draw,away,home,away,
2008-10-27 ,Rögle BK  - Frölunda HC,6 - 3,"1-1, 3-2, 2-0",5040,9052,388841,shl,2008/09,Rögle BK,Frölunda HC,6,3,1-1, 3-2, 2-0,,,1,1,3,2,2,0,,,,,home,draw,home,home,,
2008-10-28 ,Skellefteå AIK  - Timrå IK,3 - 4,"2-0, 0-1, 1-2, 0-1",5751,9052,388842,shl,2008/09,Skellefteå AIK,Timrå IK,3,4,2-0, 0-1, 1-2, 0-1,,2,0,0,1,1,2,0.0,1.0,,,draw,home,away,away,away,
2008-10-28 ,MODO Hockey  - Brynäs IF,6 - 0,"0-0, 3-0, 3-0",6506,9052,388843,shl,2008/09,MODO Hockey,Brynäs IF,6,0,0-0, 3-0, 3-0,,,0,0,3,0,3,0,,,,,home,draw,home,home,,
2008-10-28 ,Djurgårdens IF  - Södertälje SK,3 - 5,"0-2, 1-3, 2-0",7483,9052,388844,shl,2008/09,Djurgårdens IF,Södertälje SK,3,5,0-2, 1-3, 2-0,,,0,2,1,3,2,0,,,,,away,away,away,home,,
2008-10-30 ,Skellefteå AIK  - HV 71,5 - 1,"0-0, 3-1, 2-0",5665,9052,388845,shl,2008/09,Skellefteå AIK,HV 71,5,1,0-0, 3-1, 2-0,,,0,0,3,1,2,0,,,,,home,draw,home,home,,
2008-10-30 ,Timrå IK  - MODO Hockey,0 - 4,"0-2, 0-1, 0-1",6000,9052,388846,shl,2008/09,Timrå IK,MODO Hockey,0,4,0-2, 0-1, 0-1,,,0,2,0,1,0,1,,,,,away,away,away,away,,
2008-10-30 ,Brynäs IF  - Rögle BK,1 - 2,"1-1, 0-0, 0-1",5801,9052,388847,shl,2008/09,Brynäs IF,Rögle BK,1,2,1-1, 0-0, 0-1,,,1,1,0,0,0,1,,,,,away,draw,draw,away,,
2008-10-30 ,Södertälje SK  - Linköpings HC,5 - 4,"1-1, 1-0, 2-3, 1-0",3855,9052,388848,shl,2008/09,Södertälje SK,Linköping HC,5,4,1-1, 1-0, 2-3, 1-0,,1,1,1,0,2,3,1.0,0.0,,,draw,draw,home,away,home,
2008-10-30 ,Färjestads BK  - Djurgårdens IF,2 - 1,"1-0, 1-0, 0-1",7652,9052,388849,shl,2008/09,Färjestad BK,Djurgårdens IF,2,1,1-0, 1-0, 0-1,,,1,0,1,0,0,1,,,,,home,home,home,away,,
2008-10-30 ,Frölunda HC  - Luleå HF,3 - 1,"0-0, 2-0, 1-1",11537,9052,388850,shl,2008/09,Frölunda HC,Luleå HF,3,1,0-0, 2-0, 1-1,,,0,0,2,0,1,1,,,,,home,draw,home,draw,,
2008-11-01 ,MODO Hockey  - Rögle BK,2 - 3,"0-2, 1-0, 1-1",6962,9052,388851,shl,2008/09,MODO Hockey,Rögle BK,2,3,0-2, 1-0, 1-1,,,0,2,1,0,1,1,,,,,away,away,home,draw,,
2008-11-01 ,Södertälje SK  - Brynäs IF,4 - 1,"1-0, 2-0, 1-1",4682,9052,388852,shl,2008/09,Södertälje SK,Brynäs IF,4,1,1-0, 2-0, 1-1,,,1,0,2,0,1,1,,,,,home,home,home,draw,,
2008-11-01 ,HV 71  - Färjestads BK,4 - 3,"1-0, 2-2, 1-1",7038,9052,388853,shl,2008/09,HV 71,Färjestad BK,4,3,1-0, 2-2, 1-1,,,1,0,2,2,1,1,,,,,home,home,draw,draw,,
2008-11-01 ,Djurgårdens IF  - Frölunda HC,3 - 6,"0-0, 1-2, 2-4",6345,9052,388854,shl,2008/09,Djurgårdens IF,Frölunda HC,3,6,0-0, 1-2, 2-4,,,0,0,1,2,2,4,,,,,away,draw,away,away,,
2008-11-01 ,Luleå HF  - Timrå IK,5 - 1,"1-0, 3-1, 1-0",4650,9052,388855,shl,2008/09,Luleå HF,Timrå IK,5,1,1-0, 3-1, 1-0,,,1,0,3,1,1,0,,,,,home,home,home,home,,
2008-11-10 ,Linköpings HC  - Skellefteå AIK,5 - 3,"2-1, 2-1, 1-1",6168,9052,388856,shl,2008/09,Linköping HC,Skellefteå AIK,5,3,2-1, 2-1, 1-1,,,2,1,2,1,1,1,,,,,home,home,home,draw,,
2008-11-03 ,Skellefteå AIK  - Frölunda HC,1 - 3,"1-1, 0-1, 0-1",5252,9052,388857,shl,2008/09,Skellefteå AIK,Frölunda HC,1,3,1-1, 0-1, 0-1,,,1,1,0,1,0,1,,,,,away,draw,away,away,,
2008-11-03 ,Timrå IK  - Linköpings HC,2 - 3,"1-2, 0-0, 1-1",4817,9052,388858,shl,2008/09,Timrå IK,Linköping HC,2,3,1-2, 0-0, 1-1,,,1,2,0,0,1,1,,,,,away,away,draw,draw,,
2008-11-03 ,Brynäs IF  - HV 71,4 - 3,"1-2, 1-1, 1-0, 1-0",4408,9052,388859,shl,2008/09,Brynäs IF,HV 71,4,3,1-2, 1-1, 1-0, 1-0,,1,2,1,1,1,0,1.0,0.0,,,draw,away,draw,home,home,
2008-11-03 ,Rögle BK  - Luleå HF,3 - 5,"1-2, 2-3, 0-0",4920,9052,388860,shl,2008/09,Rögle BK,Luleå HF,3,5,1-2, 2-3, 0-0,,,1,2,2,3,0,0,,,,,away,away,away,draw,,
2008-11-03 ,MODO Hockey  - Djurgårdens IF,4 - 3,"2-1, 2-2, 0-0",5444,9052,388861,shl,2008/09,MODO Hockey,Djurgårdens IF,4,3,2-1, 2-2, 0-0,,,2,1,2,2,0,0,,,,,home,home,draw,draw,,
2008-11-03 ,Färjestads BK  - Södertälje SK,2 - 2,"1-1, 0-0, 1-1, 0-0",6100,9052,388862,shl,2008/09,Färjestad BK,Södertälje SK,2,2,1-1, 0-0, 1-1, 0-0,,1,1,0,0,1,1,0.0,0.0,,,draw,draw,draw,draw,draw,
2008-10-04 ,HV 71  - Djurgårdens IF,3 - 2,"1-1, 1-1, 1-0",6908,9052,388863,shl,2008/09,HV 71,Djurgårdens IF,3,2,1-1, 1-1, 1-0,,,1,1,1,1,1,0,,,,,home,draw,draw,home,,
2008-11-13 ,Luleå HF  - MODO Hockey,3 - 2,"2-0, 1-1, 0-1",4958,9052,388864,shl,2008/09,Luleå HF,MODO Hockey,3,2,2-0, 1-1, 0-1,,,2,0,1,1,0,1,,,,,home,home,draw,away,,
2008-11-13 ,Södertälje SK  - Rögle BK,3 - 2,"1-1, 0-1, 2-0",3895,9052,388865,shl,2008/09,Södertälje SK,Rögle BK,3,2,1-1, 0-1, 2-0,,,1,1,0,1,2,0,,,,,home,draw,away,home,,
2008-11-13 ,Färjestads BK  - Skellefteå AIK,5 - 2,"1-0, 2-0, 2-2",5488,9052,388866,shl,2008/09,Färjestad BK,Skellefteå AIK,5,2,1-0, 2-0, 2-2,,,1,0,2,0,2,2,,,,,home,home,home,draw,,
2008-11-13 ,Linköpings HC  - Brynäs IF,3 - 1,"2-0, 0-1, 1-0",8237,9052,388867,shl,2008/09,Linköping HC,Brynäs IF,3,1,2-0, 0-1, 1-0,,,2,0,0,1,1,0,,,,,home,home,away,home,,
2008-11-13 ,Frölunda HC  - Timrå IK,0 - 2,"0-1, 0-0, 0-1",11020,9052,388868,shl,2008/09,Frölunda HC,Timrå IK,0,2,0-1, 0-0, 0-1,,,0,1,0,0,0,1,,,,,away,away,draw,away,,
2008-11-15 ,Luleå HF  - Linköpings HC,3 - 1,"0-0, 1-1, 2-0",4964,9052,388869,shl,2008/09,Luleå HF,Linköping HC,3,1,0-0, 1-1, 2-0,,,0,0,1,1,2,0,,,,,home,draw,draw,home,,
2008-11-15 ,Skellefteå AIK  - Djurgårdens IF,2 - 2,"1-0, 0-0, 1-2, 0-0",5636,9052,388870,shl,2008/09,Skellefteå AIK,Djurgårdens IF,2,2,1-0, 0-0, 1-2, 0-0,,1,0,0,0,1,2,0.0,0.0,,,draw,home,draw,away,draw,
2008-11-15 ,Färjestads BK  - MODO Hockey,5 - 2,"3-1, 1-1, 1-0",7213,9052,388871,shl,2008/09,Färjestad BK,MODO Hockey,5,2,3-1, 1-1, 1-0,,,3,1,1,1,1,0,,,,,home,home,draw,home,,
2008-11-15 ,Timrå IK  - Södertälje SK,2 - 0,"0-0, 1-0, 1-0",5332,9052,388872,shl,2008/09,Timrå IK,Södertälje SK,2,0,0-0, 1-0, 1-0,,,0,0,1,0,1,0,,,,,home,draw,home,home,,
2008-11-15 ,Brynäs IF  - Frölunda HC,2 - 1,"0-0, 1-1, 1-0",7974,9052,388873,shl,2008/09,Brynäs IF,Frölunda HC,2,1,0-0, 1-1, 1-0,,,0,0,1,1,1,0,,,,,home,draw,draw,home,,
2008-11-15 ,Rögle BK  - HV 71,1 - 2,"1-1, 0-1, 0-0",5043,9052,388874,shl,2008/09,Rögle BK,HV 71,1,2,1-1, 0-1, 0-0,,,1,1,0,1,0,0,,,,,away,draw,away,draw,,
2008-11-17 ,MODO Hockey  - Skellefteå AIK,0 - 6,"0-3, 0-2, 0-1",7539,9052,388875,shl,2008/09,MODO Hockey,Skellefteå AIK,0,6,0-3, 0-2, 0-1,,,0,3,0,2,0,1,,,,,away,away,away,away,,
2008-11-17 ,Linköpings HC  - Rögle BK,3 - 1,"1-0, 2-1, 0-0",6565,9052,388876,shl,2008/09,Linköping HC,Rögle BK,3,1,1-0, 2-1, 0-0,,,1,0,2,1,0,0,,,,,home,home,home,draw,,
2008-11-17 ,Frölunda HC  - Södertälje SK,3 - 2,"1-0, 1-2, 1-0",11248,9052,388877,shl,2008/09,Frölunda HC,Södertälje SK,3,2,1-0, 1-2, 1-0,,,1,0,1,2,1,0,,,,,home,home,away,home,,
2008-11-18 ,Djurgårdens IF  - Brynäs IF,2 - 4,"0-1, 2-2, 0-1",7131,9052,388878,shl,2008/09,Djurgårdens IF,Brynäs IF,2,4,0-1, 2-2, 0-1,,,0,1,2,2,0,1,,,,,away,away,draw,away,,
2008-11-18 ,Färjestads BK  - Timrå IK,2 - 0,"0-0, 1-0, 1-0",5186,9052,388879,shl,2008/09,Färjestad BK,Timrå IK,2,0,0-0, 1-0, 1-0,,,0,0,1,0,1,0,,,,,home,draw,home,home,,
2008-11-18 ,HV 71  - Luleå HF,1 - 1,"0-1, 0-0, 1-0, 0-0",7013,9052,388880,shl,2008/09,HV 71,Luleå HF,1,1,0-1, 0-0, 1-0, 0-0,,0,1,0,0,1,0,0.0,0.0,,,draw,away,draw,home,draw,
2008-11-20 ,Skellefteå AIK  - Linköpings HC,2 - 4,"1-3, 0-1, 1-0",5277,9052,388881,shl,2008/09,Skellefteå AIK,Linköping HC,2,4,1-3, 0-1, 1-0,,,1,3,0,1,1,0,,,,,away,away,away,home,,
2008-11-20 ,Timrå IK  - Luleå HF,3 - 2,"1-0, 1-1, 0-1, 1-0",5140,9052,388882,shl,2008/09,Timrå IK,Luleå HF,3,2,1-0, 1-1, 0-1, 1-0,,1,0,1,1,0,1,1.0,0.0,,,draw,home,draw,away,home,
2008-11-20 ,Brynäs IF  - Färjestads BK,2 - 2,"0-0, 1-1, 1-1, 0-0",5521,9052,388883,shl,2008/09,Brynäs IF,Färjestad BK,2,2,0-0, 1-1, 1-1, 0-0,,0,0,1,1,1,1,0.0,0.0,,,draw,draw,draw,draw,draw,
2008-11-20 ,Rögle BK  - MODO Hockey,3 - 0,"2-0, 0-0, 1-0",4384,9052,388884,shl,2008/09,Rögle BK,MODO Hockey,3,0,2-0, 0-0, 1-0,,,2,0,0,0,1,0,,,,,home,home,draw,home,,
2008-11-20 ,Djurgårdens IF  - Frölunda HC,1 - 4,"0-0, 1-2, 0-2",4227,9052,388885,shl,2008/09,Djurgårdens IF,Frölunda HC,1,4,0-0, 1-2, 0-2,,,0,0,1,2,0,2,,,,,away,draw,away,away,,
2008-11-20 ,Södertälje SK  - HV 71,2 - 3,"0-0, 1-2, 1-0, 0-1",3526,9052,388886,shl,2008/09,Södertälje SK,HV 71,2,3,0-0, 1-2, 1-0, 0-1,,0,0,1,2,1,0,0.0,1.0,,,draw,draw,away,home,away,
2008-11-22 ,MODO Hockey  - Södertälje SK,3 - 0,"3-0, 0-0, 0-0",5971,9052,388888,shl,2008/09,MODO Hockey,Södertälje SK,3,0,3-0, 0-0, 0-0,,,3,0,0,0,0,0,,,,,home,home,draw,draw,,
2008-11-22 ,Rögle BK  - Djurgårdens IF,4 - 3,"0-1, 1-2, 3-0",4675,9052,388889,shl,2008/09,Rögle BK,Djurgårdens IF,4,3,0-1, 1-2, 3-0,,,0,1,1,2,3,0,,,,,home,away,away,home,,
2008-11-22 ,Färjestads BK  - Frölunda HC,0 - 2,"0-1, 0-0, 0-1",8250,9052,388890,shl,2008/09,Färjestad BK,Frölunda HC,0,2,0-1, 0-0, 0-1,,,0,1,0,0,0,1,,,,,away,away,draw,away,,
2008-11-22 ,HV 71  - Skellefteå AIK,3 - 4,"1-0, 2-1, 0-2, 0-1",6951,9052,388891,shl,2008/09,HV 71,Skellefteå AIK,3,4,1-0, 2-1, 0-2, 0-1,,1,0,2,1,0,2,0.0,1.0,,,draw,home,home,away,away,
2008-11-22 ,Linköpings HC  - Timrå IK,2 - 6,"2-2, 0-2, 0-2",7632,9052,388892,shl,2008/09,Linköping HC,Timrå IK,2,6,2-2, 0-2, 0-2,,,2,2,0,2,0,2,,,,,away,draw,away,away,,
2008-11-22 ,Luleå HF  - Brynäs IF,3 - 3,"1-0, 0-1, 2-2, 0-0",5105,9052,388887,shl,2008/09,Luleå HF,Brynäs IF,3,3,1-0, 0-1, 2-2, 0-0,,1,0,0,1,2,2,0.0,0.0,,,draw,home,away,draw,draw,
2008-11-24 ,Luleå HF  - HV 71,1 - 1,"0-0, 1-0, 0-1, 0-0",4378,9052,388893,shl,2008/09,Luleå HF,HV 71,1,1,0-0, 1-0, 0-1, 0-0,,0,0,1,0,0,1,0.0,0.0,,,draw,draw,home,away,draw,
2008-11-24 ,Brynäs IF  - Södertälje SK,1 - 0,"0-0, 0-0, 1-0",3978,9052,388894,shl,2008/09,Brynäs IF,Södertälje SK,1,0,0-0, 0-0, 1-0,,,0,0,0,0,1,0,,,,,home,draw,draw,home,,
2008-11-24 ,Djurgårdens IF  - Timrå IK,4 - 2,"1-1, 1-1, 2-0",3319,9052,388895,shl,2008/09,Djurgårdens IF,Timrå IK,4,2,1-1, 1-1, 2-0,,,1,1,1,1,2,0,,,,,home,draw,draw,home,,
2008-11-25 ,Skellefteå AIK  - Färjestads BK,3 - 2,"1-0, 0-0, 1-2, 1-0",4531,9052,388896,shl,2008/09,Skellefteå AIK,Färjestad BK,3,2,1-0, 0-0, 1-2, 1-0,,1,0,0,0,1,2,1.0,0.0,,,draw,home,draw,away,home,
2008-11-25 ,Linköpings HC  - MODO Hockey,1 - 5,"1-2, 0-1, 0-2",6889,9052,388897,shl,2008/09,Linköping HC,MODO Hockey,1,5,1-2, 0-1, 0-2,,,1,2,0,1,0,2,,,,,away,away,away,away,,
2008-11-25 ,Frölunda HC  - Rögle BK,5 - 0,"2-0, 2-0, 1-0",11011,9052,388898,shl,2008/09,Frölunda HC,Rögle BK,5,0,2-0, 2-0, 1-0,,,2,0,2,0,1,0,,,,,home,home,home,home,,
2008-11-27 ,MODO Hockey  - Luleå HF,3 - 7,"1-1, 2-2, 0-4",6151,9052,388899,shl,2008/09,MODO Hockey,Luleå HF,3,7,1-1, 2-2, 0-4,,,1,1,2,2,0,4,,,,,away,draw,draw,away,,
2008-11-27 ,Timrå IK  - Skellefteå AIK,4 - 3,"2-1, 0-1, 2-1",5396,9052,388900,shl,2008/09,Timrå IK,Skellefteå AIK,4,3,2-1, 0-1, 2-1,,,2,1,0,1,2,1,,,,,home,home,away,home,,
2008-11-27 ,Rögle BK  - Brynäs IF,4 - 3,"1-0, 1-1, 2-2",4744,9052,388901,shl,2008/09,Rögle BK,Brynäs IF,4,3,1-0, 1-1, 2-2,,,1,0,1,1,2,2,,,,,home,home,draw,draw,,
2008-11-27 ,Södertälje SK  - Djurgårdens IF,4 - 1,"2-0, 2-0, 0-1",3926,9052,388902,shl,2008/09,Södertälje SK,Djurgårdens IF,4,1,2-0, 2-0, 0-1,,,2,0,2,0,0,1,,,,,home,home,home,away,,
2008-11-27 ,Färjestads BK  - Linköpings HC,4 - 1,"0-0, 1-0, 3-1",5482,9052,388903,shl,2008/09,Färjestad BK,Linköping HC,4,1,0-0, 1-0, 3-1,,,0,0,1,0,3,1,,,,,home,draw,home,home,,
2008-11-27 ,HV 71  - Frölunda HC,2 - 3,"0-0, 0-1, 2-1, 0-1",7038,9052,388904,shl,2008/09,HV 71,Frölunda HC,2,3,0-0, 0-1, 2-1, 0-1,,0,0,0,1,2,1,0.0,1.0,,,draw,draw,away,home,away,
2008-11-29 ,Luleå HF  - Rögle BK,5 - 3,"2-1, 1-1, 2-1",5191,9052,388905,shl,2008/09,Luleå HF,Rögle BK,5,3,2-1, 1-1, 2-1,,,2,1,1,1,2,1,,,,,home,home,draw,home,,
2008-11-29 ,Skellefteå AIK  - Södertälje SK,4 - 3,"1-0, 2-1, 1-2",5163,9052,388906,shl,2008/09,Skellefteå AIK,Södertälje SK,4,3,1-0, 2-1, 1-2,,,1,0,2,1,1,2,,,,,home,home,home,away,,
2008-11-29 ,Brynäs IF  - Timrå IK,2 - 1,"0-0, 1-1, 1-0",7066,9052,388907,shl,2008/09,Brynäs IF,Timrå IK,2,1,0-0, 1-1, 1-0,,,0,0,1,1,1,0,,,,,home,draw,draw,home,,
2008-11-29 ,Djurgårdens IF  - HV 71,1 - 5,"0-2, 0-0, 1-3",6092,9052,388908,shl,2008/09,Djurgårdens IF,HV 71,1,5,0-2, 0-0, 1-3,,,0,2,0,0,1,3,,,,,away,away,draw,away,,
2008-11-29 ,MODO Hockey  - Färjestads BK,3 - 4,"0-1, 1-2, 2-1",7029,9052,388909,shl,2008/09,MODO Hockey,Färjestad BK,3,4,0-1, 1-2, 2-1,,,0,1,1,2,2,1,,,,,away,away,away,home,,
2008-11-30 ,Frölunda HC  - Linköpings HC,0 - 5,"0-2, 0-2, 0-1",11061,9052,388910,shl,2008/09,Frölunda HC,Linköping HC,0,5,0-2, 0-2, 0-1,,,0,2,0,2,0,1,,,,,away,away,away,away,,
2008-12-01 ,Skellefteå AIK  - Brynäs IF,2 - 2,"1-1, 1-1, 0-0, 0-0",4704,9052,388911,shl,2008/09,Skellefteå AIK,Brynäs IF,2,2,1-1, 1-1, 0-0, 0-0,,1,1,1,1,0,0,0.0,0.0,,,draw,draw,draw,draw,draw,
2008-12-01 ,Södertälje SK  - Färjestads BK,3 - 1,"0-1, 1-0, 2-0",3141,9052,388912,shl,2008/09,Södertälje SK,Färjestad BK,3,1,0-1, 1-0, 2-0,,,0,1,1,0,2,0,,,,,home,away,home,home,,
2008-12-01 ,HV 71  - Rögle BK,3 - 2,"1-0, 1-2, 1-0",6865,9052,388913,shl,2008/09,HV 71,Rögle BK,3,2,1-0, 1-2, 1-0,,,1,0,1,2,1,0,,,,,home,home,away,home,,
2008-12-02 ,Luleå HF  - Frölunda HC,2 - 1,"1-0, 1-0, 0-1",5005,9052,388914,shl,2008/09,Luleå HF,Frölunda HC,2,1,1-0, 1-0, 0-1,,,1,0,1,0,0,1,,,,,home,home,home,away,,
2008-12-02 ,Linköpings HC  - Djurgårdens IF,3 - 3,"2-2, 1-0, 0-1, 0-0",6978,9052,388915,shl,2008/09,Linköping HC,Djurgårdens IF,3,3,2-2, 1-0, 0-1, 0-0,,2,2,1,0,0,1,0.0,0.0,,,draw,draw,home,away,draw,
2009-01-12 ,MODO Hockey  - Timrå IK,2 - 1,"1-0, 1-0, 0-1",6626,9052,388916,shl,2008/09,MODO Hockey,Timrå IK,2,1,1-0, 1-0, 0-1,,,1,0,1,0,0,1,,,,,home,home,home,away,,
2008-12-04 ,Timrå IK  - HV 71,3 - 2,"1-0, 1-1, 0-1, 1-0",5409,9052,388917,shl,2008/09,Timrå IK,HV 71,3,2,1-0, 1-1, 0-1, 1-0,,1,0,1,1,0,1,1.0,0.0,,,draw,home,draw,away,home,
2008-12-04 ,Brynäs IF  - Linköpings HC,2 - 1,"0-0, 0-0, 1-1, 1-0",4882,9052,388918,shl,2008/09,Brynäs IF,Linköping HC,2,1,0-0, 0-0, 1-1, 1-0,,0,0,0,0,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2008-12-04 ,Rögle BK  - Södertälje SK,4 - 5,"1-1, 3-3, 0-0, 0-1",4534,9052,388919,shl,2008/09,Rögle BK,Södertälje SK,4,5,1-1, 3-3, 0-0, 0-1,,1,1,3,3,0,0,0.0,1.0,,,draw,draw,draw,draw,away,
2008-12-04 ,Djurgårdens IF  - Skellefteå AIK,0 - 2,"0-0, 0-2, 0-0",3930,9052,388920,shl,2008/09,Djurgårdens IF,Skellefteå AIK,0,2,0-0, 0-2, 0-0,,,0,0,0,2,0,0,,,,,away,draw,away,draw,,
2008-12-04 ,Färjestads BK  - Luleå HF,5 - 3,"1-0, 1-2, 3-1",5254,9052,388921,shl,2008/09,Färjestad BK,Luleå HF,5,3,1-0, 1-2, 3-1,,,1,0,1,2,3,1,,,,,home,home,away,home,,
2008-12-04 ,Frölunda HC  - MODO Hockey,6 - 1,"2-0, 3-1, 1-0",11459,9052,388922,shl,2008/09,Frölunda HC,MODO Hockey,6,1,2-0, 3-1, 1-0,,,2,0,3,1,1,0,,,,,home,home,home,home,,
2008-12-06 ,Timrå IK  - Rögle BK,5 - 2,"4-0, 0-1, 1-1",5239,9052,388923,shl,2008/09,Timrå IK,Rögle BK,5,2,4-0, 0-1, 1-1,,,4,0,0,1,1,1,,,,,home,home,away,draw,,
2008-12-06 ,Djurgårdens IF  - Färjestads BK,3 - 2,"1-0, 0-2, 2-0",5029,9052,388924,shl,2008/09,Djurgårdens IF,Färjestad BK,3,2,1-0, 0-2, 2-0,,,1,0,0,2,2,0,,,,,home,home,away,home,,
2008-12-06 ,Södertälje SK  - Frölunda HC,1 - 2,"0-1, 1-0, 0-1",3629,9052,388925,shl,2008/09,Södertälje SK,Frölunda HC,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2008-12-06 ,HV 71  - Brynäs IF,2 - 2,"1-1, 0-0, 1-1, 0-0",6982,9052,388926,shl,2008/09,HV 71,Brynäs IF,2,2,1-1, 0-0, 1-1, 0-0,,1,1,0,0,1,1,0.0,0.0,,,draw,draw,draw,draw,draw,
2008-12-06 ,Skellefteå AIK  - MODO Hockey,4 - 5,"1-1, 2-2, 1-1, 0-1",5676,9052,388927,shl,2008/09,Skellefteå AIK,MODO Hockey,4,5,1-1, 2-2, 1-1, 0-1,,1,1,2,2,1,1,0.0,1.0,,,draw,draw,draw,draw,away,
2008-12-15 ,Linköpings HC  - Luleå HF,3 - 6,"0-1, 1-2, 2-3",7464,9052,388928,shl,2008/09,Linköping HC,Luleå HF,3,6,0-1, 1-2, 2-3,,,0,1,1,2,2,3,,,,,away,away,away,away,,
2008-11-11 ,Djurgårdens IF  - MODO Hockey,7 - 0,"3-0, 3-0, 1-0",5793,9052,388929,shl,2008/09,Djurgårdens IF,MODO Hockey,7,0,3-0, 3-0, 1-0,,,3,0,3,0,1,0,,,,,home,home,home,home,,
